raw_substance,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
Multi Peptide Vaccine + XS 15,ent_019792,0.9,mint,Both strings name the same multi-peptide vaccine combined with the TLR1/2 ligand adjuvant XS15.,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
MultiStem,ent_019793,0.7,mint,MultiStem is an allogeneic multipotent adult progenitor cell (MAPC) therapy developed by Athersys.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"Multienzymes lipase, protease etc.",ent_011752,0.6,token_idf,"Multienzymes with lipase/protease describes pancreatin, a mixture of digestive enzymes.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
Multiferon,ent_019040,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Multihance,ent_006832,1,registry,exact registry match: 'multihance',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Multipeptide vaccine + XS15,ent_019792,0.9,mint,Both strings name the same multi-peptide vaccine combined with the TLR1/2 ligand adjuvant XS15.,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
Multivirus-specific T cells placebo,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
Multivitamins and minerals,ent_019797,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mumps Virus,ent_010460,0.8,token_idf,Mumps Virus generically matches the live attenuated mumps virus vaccine substance entry.,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
Mumps live vaccine,ent_010460,0.85,token_idf,"'Mumps live vaccine' directly matches 'Mumps virus, live attenuated' as the active substance.",model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
Mumps virus,ent_010460,0.8,token_idf,"Mumps virus, live attenuated matches the raw string directly, more specific than vaccine live entry.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
"Mumps virus Jeryl Lynn level B strain live, attenuated",ent_010460,0.5,token_idf,"Single mumps live attenuated virus strain matches generic 'Mumps virus, live attenuated' better than the combination MMR entry.",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
"Mumps virus Jeryl lynn level B strain live, attenuated",ent_010460,0.6,token_idf,"Mumps virus Jeryl Lynn strain live attenuated is the mumps component, best matching generic 'Mumps virus, live attenuated' entry rather than the combined MMR entry.",model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
"Mumps virus1 Jeryl Lynn Level B strain live, attenuated",ent_010460,0.6,token_idf,"This is single-component mumps vaccine strain (Jeryl Lynn), best matched to generic mumps virus live attenuated entry rather than the combined MMR entry (1) or generic vaccine label (3).3 or 4 are close; choosing 4 as closest INN-level match.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
Mupirocin,ent_010463,1,registry,exact registry match: 'mupirocin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Muramyl tripeptide phosphatidyl ethanolamine,ent_010065,0.8,mint,Muramyl tripeptide phosphatidyl ethanolamine is the active moiety of mifamurtide (MTP-PE).,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Muscoril,ent_015559,0.9,token_idf,"Muscoril is a well-known brand name for thiocolchicoside, a muscle relaxant.",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
Mutaflor,ent_018609,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mutagrip,ent_019292,0.7,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Muvalaplin,ent_010479,1,registry,exact registry match: 'muvalaplin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Mxitil, glule",ent_010012,0.6,mint,Likely misspelling of Mexitil (mexiletine) capsules,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Myalepta 11.3 mg powder for solution for injection,ent_009989,1,registry,exact registry match: 'myalepta',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myalepta 3 mg powder for solution for injection,ent_009989,1,registry,exact registry match: 'myalepta',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myalepta 5.8 mg powder for solution for injection,ent_009989,1,registry,exact registry match: 'myalepta',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycobacterium obuense,ent_019800,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycofenolaat mofetil,ent_010486,0.97,token_idf,Dutch spelling 'Mycofenolaat mofetil' is the same as Mycophenolate mofetil.,model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
"Mycofenolaat mofetil Sandoz 250 mg, capsules, hard",ent_010486,0.95,token_idf,"Mycofenolaat mofetil is Dutch for mycophenolate mofetil, a brand by Sandoz.",model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
Mycofenolatmophetil,ent_010486,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"Mycofit, 250 mg, kapsułki twarde",ent_010486,0.6,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophanolat-Natrium,ent_010489,0.85,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophenolat,ent_010486,0.85,token_idf,"Mycophenolat is the German short form for mycophenolate, commonly referring to mycophenolate mofetil, the parent INN.",model,2026-08-18T15:59:37Z,claude-sonnet-5,substance-assign-v2
Mycophenolat Mofetil,ent_010486,0.98,token_idf,Mycophenolat Mofetil is German spelling of mycophenolate mofetil.,model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
Mycophenolat Sodium,ent_010489,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophenolat mofetil,ent_010486,0.97,token_idf,"Direct match, German spelling of mycophenolate mofetil.",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
Mycophenolat-Natrium,ent_010489,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophenolate,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Mofetil,ent_010486,1,registry,exact registry match: 'mycophenolate mofetil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Mofetil 250 mg Capsules,ent_010486,1,registry,exact registry match: 'mycophenolate mofetil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Mofetil 500 mg film-coated tablets,ent_010486,1,registry,exact registry match: 'mycophenolate mofetil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Mofetil Accord 250 mg capsules,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Mofetil Accord 250 mg kapselit,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Mofetil Accord 500 mg plėvele dengtos tabletės,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate Sodium,ent_010488,1,registry,exact registry match: 'mycophenolate sodium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate mofetil,ent_010486,1,registry,exact registry match: 'mycophenolate mofetil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Mycophenolate mofetil Sandoz 250 mg capsules, hard",ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate mofetil Sandoz 500 mg Film-coated Tablets,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate mofetil Teva 500 mg film-coated tablets,ent_010486,1,registry,exact registry match: 'mycophenolate mofetil teva',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate mofetil Tillomed 500 mg film-coated tablets,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate motetil,ent_010489,1,registry,exact registry match: 'mycophenolate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolate sodium,ent_010488,1,registry,exact registry match: 'mycophenolate sodium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolatmofetil,ent_010486,0.98,token_idf,German spelling of mycophenolate mofetil matches candidate 1.,model,2026-08-18T15:59:38Z,claude-sonnet-5,substance-assign-v2
Mycophenolatmofetile,ent_010486,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophenolic Acid,ent_010489,1,registry,exact registry match: 'mycophenolic acid',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolic acid,ent_010489,1,registry,exact registry match: 'mycophenolic acid',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mycophenolsure,ent_010489,0.9,mint,German 'Mycophenolsäure' with accent stripped equals mycophenolic acid,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophnolate moftif,ent_010486,0.9,mint,Misspelling of mycophenolate mofetil,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycophnolate moftil,ent_010486,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mycoster 1,ent_003359,1,registry,exact registry match: 'mycoster',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Mydrane 0,2 mg",ent_021332,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Myfenax 250 mg hard capsules,ent_010486,1,registry,exact registry match: 'myfenax',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfenax 500 mg film-coated tablets,ent_010486,1,registry,exact registry match: 'myfenax',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic  180 mg Tabletten,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic  360 mg Tabletten,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 180 mg Filmtabletten,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 180 mg comprimidos gastrorresistentes,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 180 mg comprimidos gastrorresistentes.,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 180 mg comprimés gastro-résistants,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 180 mg gastro-resistant tablets,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Myfortic 180 mg, maagsapresistente tablet",ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 360 mg Comprimidos gastrorresistentes,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 360 mg gastro-resistant tablets,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myfortic 360 mg gastrorezistentné tablety,ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Myfortic 360 mg, maagsapresistente tablet",ent_010488,1,registry,exact registry match: 'myfortic',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mylan 125 mg επικαλυμμένα με λεπτό υμένιο δισκία,ent_019803,0.3,mint,"Unclear active substance, brand only",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"Mylan 62,5 mg επικαλυμμένα με λεπτό υμένιο δισκία",ent_019804,0.3,mint,"Unclear active substance, brand only",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mylan Bevacizumab,ent_001974,0.97,token_idf,"Mylan is manufacturer, Bevacizumab is the active substance.",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
Myleran,ent_002532,1,registry,exact registry match: 'myleran',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myleran 2 mg tbl obd 100x2mg GOK GB R,ent_002532,1,registry,exact registry match: 'myleran',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mylotarg,ent_006966,1,registry,exact registry match: 'mylotarg',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Myo-inositol hexaphosphate IP6, phytate",ent_008051,1,registry,exact registry match: 'myo-inositol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
MyoCell,ent_017928,0.7,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Myoblastes autologues,ent_017928,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Myocet,ent_005004,1,registry,exact registry match: 'myocet',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Myocet 50 mg powder, dispersion and solvent for concentrate for dispersion for infusion",ent_005004,1,registry,exact registry match: 'myocet',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"Myocet liposomal 50 mg powder, dispersion and solvent for concentrate for dispersion for infusion.",ent_005004,1,registry,exact registry match: 'myocet',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myozyme,ent_000522,1,registry,exact registry match: 'myozyme',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
Myozyme 50 mg powder for concentrate for solution for infusion,ent_000522,1,registry,exact registry match: 'myozyme',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myramistin 0.005,ent_010145,1,registry,exact registry match: 'myramistin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myramistin 0.01,ent_010145,1,registry,exact registry match: 'myramistin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Myramistin 0.02,ent_010145,1,registry,exact registry match: 'myramistin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
Mysildecard,ent_014314,0.6,exact,Mysildecard appears to be a sildenafil brand name; canonical INN is sildenafil.,model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
Mysimba 8 mg,ent_002518,0.9,token_idf,Mysimba is the brand name for naltrexone/bupropion combination for weight management.,model,2026-08-18T09:19:16Z,claude-sonnet-5,substance-assign-v2
"MÉTRONIDAZOLE ARROW 500 mg, comprimé pelliculé sécable",ent_009997,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
Mélange gazeux H2,ent_019076,0.6,mint,"French for 'H2 gas mixture', a hydrogen gas medicinal product",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
Mélatonine à libération immédiate,ent_009667,0.98,token_idf,"Mélatonine is French for melatonin, immediate-release formulation.",model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
N Acetyl L leucine,ent_008584,0.7,exact,"N-Acetyl-L-leucine matches L-acetylleucine, the L-enantiomer form of acetylleucine.",model,2026-08-21T06:18:37Z,claude-sonnet-5,substance-assign-v2
N acetylcysteine,ent_000228,0.97,token_idf,N-acetylcysteine is the INN Acetylcysteine.,model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
"N,N-diethyl-2-4-2-fluoroethoxyphenyl-5,7-dimethylpyrazolo1,5-apyrimidine-3-acetamide",ent_005019,0.85,token_idf,"This IUPAC name matches DPA-714, a known PET tracer (fluoroethoxy pyrazolopyrimidine acetamide, TSPO ligand), consistent with candidate 1 (DPA-714 F-18).",model,2026-08-18T15:59:38Z,claude-sonnet-5,substance-assign-v2
N-11Cmethyl-4-piperidylacetate,ent_019813,0.8,mint,Carbon-11 labeled acetylcholinesterase PET tracer (MP4A),model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"N-18FFluormethyl-2-hydroxy-N,N-dimethylethanaminiumchlorid",ent_006528,0.7,mint,"18F-labeled fluoromethylcholine chloride, a PET radiopharmaceutical tracer",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-4-3-Chloro-4-fluorophenylamino-7-3S-tetrahydro-3-furanyloxy-6-quinazolinyl-4dimethylamino-2-butenamide,ent_000377,0.85,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-4-benzoylpiperidin-4-ylbutyl-3-pyridin-3-yl acrylamide,ent_019807,0.7,mint,Same chemical name with minor spacing difference,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-4-benzoylpiperidin-4-ylbutyl-3-pyridin-3-ylacrylamide,ent_019807,0.7,mint,Same chemical name with minor spacing difference,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-4-hydroxyphenylacetamide,ent_000203,0.85,mint,N-(4-hydroxyphenyl)acetamide is the chemical name for paracetamol (acetaminophen),model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-803 (NAI),ent_019808,0.7,mint,IL-15 superagonist code name,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-ACETILCISTEINA,ent_000228,0.98,token_idf,"N-Acetilcisteina is Italian/Spanish for N-acetylcysteine, INN Acetylcysteine.",model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
N-ACETYL CYSTEINE,ent_000228,0.98,token_idf,N-acetyl cysteine is the INN Acetylcysteine,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
N-ACETYL-GED-0507-34-LEVO 1 GEL,ent_019809,0.93,mint,"Same code name, differing strengths/forms",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N-ACETYL-GED-0507-34-LEVO 2 GEL,ent_019809,0.93,mint,"Same code name, differing strengths/forms",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N-ACETYL-L-HISTIDINE MONOHYDRATE,ent_019810,0.9,token_idf,"N-Acetyl-L-histidine monohydrate is the monohydrate salt form of N-Acetylhistidine, matching candidate 5 as parent INN base.",model,2026-08-21T06:18:41Z,claude-sonnet-5,substance-assign-v2
N-Acetilcistena,ent_000228,0.85,mint,"Both are misspellings (accents dropped) of 'Acetilcisteína'/'N-Acetilcisteína', Spanish/Portuguese/Italian name for acetylcysteine.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-Acetyl-GED-0507-34-Levo 2,ent_019809,0.93,mint,"Same code name, differing strengths/forms",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N-Acetyl-GED-0507-34-Levo 5,ent_019809,0.93,mint,"Same code name, differing strengths/forms",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N-Acetyl-GED-0507-34-Levo 5 gel,ent_019809,0.93,mint,"Same code name, differing strengths/forms",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N-Acetyl-GED-0507-34-Levo GEL 5%,ent_019809,0.93,mint,"Same code name, differing strengths/forms",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N-Acetyl-L-Cysteine,ent_000228,1,registry,exact registry match: 'n-acetyl-l-cysteine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
N-Acetyl-L-Leucine,ent_008584,0.8,token_idf,N-Acetyl-L-Leucine is the same as L-acetylleucine.,model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
N-Acetyl-L-leucine,ent_008584,0.7,token_idf,N-Acetyl-L-leucine matches L-acetylleucine directly as the same isomer.,model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
N-Acetylcysteine,ent_000228,0.97,token_idf,N-Acetylcysteine is the INN Acetylcysteine.,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
N-Acetylhistidine,ent_019810,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-CAM,ent_019913,0.5,mint,"N-CAM refers to neural cell adhesion molecule, a biologic marker/antigen",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-Chlorotaurine,ent_019811,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-TEC,ent_019812,0.3,mint,Code name with no identifiable INN or substance information available,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-ac etylcysteine,ent_000228,0.97,token_idf,N-acetylcysteine (with a stray space) is the INN Acetylcysteine.,model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
N-acetyl-L-cysteine,ent_000228,1,registry,exact registry match: 'n-acetyl-l-cysteine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
N-acetyl-L-leucine,ent_008584,0.7,token_idf,"N-acetyl-L-leucine matches L-acetylleucine, the L-enantiomer form of acetylleucine.",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
N-acetylcysteine,ent_000228,0.97,token_idf,N-acetylcysteine is the INN Acetylcysteine,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
N-acetylcystin,ent_000228,0.9,mint,N-acetylcystin is the German/Nordic spelling of N-acetylcysteine (acetylcysteine),model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N-acetylhistidine,ent_019810,0.98,exact,Exact match to candidate 1.,model,2026-08-21T06:18:44Z,claude-sonnet-5,substance-assign-v2
N-plate,ent_013782,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N. MENINGITIDIS GROUP C OLIGOSACCHARIDE CONJUGATED CRM197,ent_010711,0.85,token_idf,"Matches Neisseria meningitidis group C oligosaccharide conjugated to CRM197 (diphtheria protein), same as candidate 1's substance.",model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
N. MENINGITIDIS GROUP C STRAIN C11 OLIGOSACCHARIDE CONJUGATED TO CORYNEBACTERIUM DIPHTHERIAE CRM197 ADSORBED ON ALUMINUM HYDROXIDE,ent_010711,0.8,token_idf,"Matches Neisseria meningitidis oligosaccharide conjugated to CRM197, same as candidate 1 despite added strain/adjuvant detail.",model,2026-08-21T06:18:47Z,claude-sonnet-5,substance-assign-v2
N. MENINGITIDIS GROUP C STRAIN C11 POLYSACCHARIDE CONJUGATED CRM197,ent_010711,0.5,token_idf,"N. meningitidis group C polysaccharide conjugated to CRM197 is closest to the meningococcal oligosaccharide-CRM197 conjugate entry, though group C specificity isn't explicit elsewhere.",model,2026-08-18T09:19:15Z,claude-sonnet-5,substance-assign-v2
N. MENINGITIDIS GROUP C STRAIN C11 POLYSACCHARIDE DE-O-ACETYLATED,ent_019903,0.85,mint,Same MenC C11 polysaccharide antigen,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. MENINGITIDIS GROUP C STRAIN C11 POLYSACCHARIDE DE-O-ACETYLATED CONJUGATED TO TETANUS TOXOID,ent_010713,0.5,token_idf,"This is N. meningitidis group C polysaccharide conjugated to tetanus toxoid; option 4 is a generic single-substance entry for this conjugate, closest match without combination specifics.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
N. MENINGITIDIS GROUP W135 OLIGOSACCHARIDE CONJUGATED CRM197,ent_010711,0.7,token_idf,"Matches CRM197-conjugated Neisseria meningitidis oligosaccharide, W135 serogroup being one component.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
N. Meningitides serogroup Y polysaccharide PSY conjugated to tetanus toxoid TT,ent_010713,0.5,token_idf,"This is the serogroup Y polysaccharide-tetanus toxoid conjugate component; candidate 1 is the generic single-strain Neisseria meningitidis polysaccharide conjugated to tetanus toxoid entry, matching best among single-component options.",model,2026-08-18T15:59:36Z,claude-sonnet-5,substance-assign-v2
N. meningitides serogroup A polysaccharide PSA conjugated to tetanus toxoid TT,ent_010713,0.6,token_idf,"Single-component Neisseria meningitidis polysaccharide-tetanus toxoid conjugate matches candidate 1, which is the generic single-antigen form rather than multivalent combinations.",model,2026-08-18T15:59:34Z,claude-sonnet-5,substance-assign-v2
N. meningitides serogroup C polysaccharide PSC conjugated to Corynebacterium diphteriae protein CRM-197,ent_010711,0.75,token_idf,Neisseria meningitidis serogroup C polysaccharide conjugated to diphtheria CRM-197 protein matches the meningococcal oligosaccharide/polysaccharide conjugated to CRM197 entry.,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
N. meningitides serogroup C polysaccharide PSC conjugated to Corynebacterium diphtheriae CRM-197 protein,ent_010711,0.7,token_idf,Meningococcal serogroup C polysaccharide conjugated to CRM-197 matches the entry for Neisseria meningitidis oligosaccharide/polysaccharide conjugated to diphtheria CRM197.,model,2026-08-18T09:19:13Z,claude-sonnet-5,substance-assign-v2
N. meningitides serogroup C polysaccharide PSC conjugated to tetanus toxoid TT,ent_010713,0.6,token_idf,"Single-component N. meningitidis group C polysaccharide conjugated to tetanus toxoid matches entry 1, a generic single-strain conjugate, not the multivalent combos in others.",model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
N. meningitides serogroup W polysaccharide PSW conjugated to tetanus toxoid TT,ent_010713,0.5,token_idf,"This is a single-component Neisseria meningitidis serogroup W polysaccharide-tetanus toxoid conjugate, matching the generic single-antigen entry rather than the multivalent combination entries.",model,2026-08-18T15:59:38Z,claude-sonnet-5,substance-assign-v2
N. meningitides serogroup Y polysaccharide PSY conjugated to tetanus toxoid TT,ent_019729,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis 287-953 purified antigen,ent_010706,0.5,token_idf,N. meningitidis strain 287-953 is a known strain used for factor H binding protein antigen in meningococcal B vaccines.,model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
N. meningitidis 936-741 purified antigen,ent_019895,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N. meningitidis 961c purified antigen,ent_019907,0.7,mint,Strain-specific meningococcal antigen used as vaccine active substance,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N. meningitidis serogroup A polysaccharide PSA,ent_019712,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup A polysaccharide PSA conjugated to tetanus toxoid,ent_019714,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup A polysaccharide PSA conjugated to tetanus toxoid TT,ent_019714,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup C polysaccharide PSC,ent_019718,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup C polysaccharide PSC conjugated to tetanus toxoid TT,ent_010713,0.5,token_idf,"Monovalent MenC-TT conjugate best matches the generic single-entry 'Neisseria meningitidis polysaccharide conjugated to tetanus toxoid', as the multivalent combination entries (2-4) don't represent a single serogroup C component alone.",model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
